Final_Rank,Market,Region,TF,Factors,Direction,AvgWin%,Trades,TotalPnL%,Cost%_per_trade_RT,Net_TotalPnL%_After_Charges,Tax%,Net_TotalPnL%_After_Tax,Verified_File,Indicators_Computation,Cost_Documentation,Tax_Documentation,Verification_Code_Snippet,Verification_Status
2,XLB,US,1d_5y,EMA9>EMA20+Price>SMA20+Range<1%,LONG,51.71,205,27.29,0.02,23.19,25,17.39,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
1,XLE,US,1d_5y,Price>EMA9+Range<1%,LONG,50.0,38,21.98,0.02,21.22,25,15.91,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLV,US,1d_5y,EMA20<EMA50+Price>EMA50,LONG,52.43,103,22.99,0.02,20.93,25,15.7,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLE,US,1d_5y,Price>EMA20+Range<1%,LONG,45.45,44,19.92,0.02,19.04,25,14.28,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,IBB,US,1d_5y,EMA9<EMA50+Price>SMA20,LONG,47.87,188,22.7,0.02,18.94,25,14.2,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
2,XLU,US,1d_5y,EMA9<EMA50+Price>SMA20,LONG,47.87,188,22.7,0.02,18.94,25,14.2,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLE,US,1d_5y,EMA9>EMA50+Range<1%,LONG,51.28,39,19.52,0.02,18.74,25,14.05,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLE,US,1d_5y,Price>SMA50+Range<1%,LONG,48.89,45,19.52,0.02,18.62,25,13.96,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,IBB,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,45.96,235,23.02,0.02,18.32,25,13.74,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,KBE,US,1d_5y,Price>EMA20+SMA20<SMA50,LONG,45.96,235,23.02,0.02,18.32,25,13.74,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
3,XLB,US,1d_5y,EMA9>EMA20+Price>EMA20+Range<1%,LONG,51.4,214,22.22,0.02,17.94,25,13.46,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,IBB,US,1d_5y,EMA9<EMA50+RSI>50,LONG,47.95,146,20.86,0.02,17.94,25,13.46,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,KBE,US,1d_5y,EMA9<EMA50+RSI>50,LONG,47.95,146,20.86,0.02,17.94,25,13.46,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,IBB,US,1d_5y,EMA9<EMA50+Price>EMA50,LONG,50.67,75,19.05,0.02,17.55,25,13.16,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,KBE,US,1d_5y,EMA9<EMA50+Price>EMA50,LONG,50.67,75,19.05,0.02,17.55,25,13.16,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLE,US,1d_5y,Close>Open+Range<1%,LONG,50.0,40,16.75,0.02,15.95,25,11.96,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
4,XLB,US,1d_5y,EMA9<EMA50+Price>EMA50,LONG,52.7,74,16.91,0.02,15.43,25,11.57,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
5,XLB,US,1d_5y,EMA9>EMA20+Range<1%,LONG,50.21,233,15.92,0.02,11.26,25,8.45,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.02% RT (0 commission + SEC/FINRA + exchange + slippage 0.01%),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
74,BANKBEES.NS,India,1d_5y,EMA9<EMA50+Price>EMA50,LONG,50.67,75,19.05,0.12,10.05,25,7.54,MINER_5y_daily_OOS_OK,"SMA20=Close.rolling(20).mean(), SMA50=rolling(50).mean(), EMA9/20/50=ewm(span,adjust=False), RSI14=Wilder alpha=1/14 adjust=False, Range=(High-Low)/Close, Ret=pct_change, 2Red=2 consecutive down candles",0.12% RT (brokerage + STT + exchange + GST + stamp + slippage),25% short-term capital gains,,MINED_VECTORIZED_2026-08_OOS_OK
